order_id,order_timestamp,product_id,quantity
ORD00085,2026-04-10 08:03:08.982894,P072,3
ORD00085,2026-04-10 08:03:08.982894,P029,2
ORD00085,2026-04-10 08:03:08.982894,P002,2
ORD00086,2026-04-10 08:05:08.982894,P032,1
ORD00086,2026-04-10 08:05:08.982894,P046,1
ORD00086,2026-04-10 08:05:08.982894,P075,3
ORD00087,2026-04-10 08:19:08.982894,P065,1
ORD00087,2026-04-10 08:19:08.982894,P017,3
ORD00087,2026-04-10 08:19:08.982894,P093,2
ORD00087,2026-04-10 08:19:08.982894,P094,3
ORD00087,2026-04-10 08:19:08.982894,P090,1
ORD00088,2026-04-10 08:32:08.982894,P038,3
ORD00088,2026-04-10 08:32:08.982894,P001,3
ORD00088,2026-04-10 08:32:08.982894,P091,2
ORD00088,2026-04-10 08:32:08.982894,P044,2
ORD00089,2026-04-10 08:35:08.982894,P096,3
ORD00089,2026-04-10 08:35:08.982894,P084,2
ORD00089,2026-04-10 08:35:08.982894,P030,1
ORD00089,2026-04-10 08:35:08.982894,P039,2
ORD00090,2026-04-10 08:41:08.982894,P074,2
ORD00090,2026-04-10 08:41:08.982894,P023,3
ORD00090,2026-04-10 08:41:08.982894,P089,2
ORD00091,2026-04-10 08:55:08.982894,P084,2
ORD00092,2026-04-10 08:57:08.982894,P074,1
ORD00092,2026-04-10 08:57:08.982894,P072,3
ORD00093,2026-04-10 09:11:08.982894,P002,3
ORD00093,2026-04-10 09:11:08.982894,P023,2
ORD00094,2026-04-10 09:22:08.982894,P090,2
ORD00094,2026-04-10 09:22:08.982894,P021,2
ORD00095,2026-04-10 09:37:08.982894,P031,1
ORD00096,2026-04-10 09:48:08.982894,P016,3
ORD00096,2026-04-10 09:48:08.982894,P057,1
ORD00097,2026-04-10 09:53:08.982894,P085,1
ORD00097,2026-04-10 09:53:08.982894,P049,2
ORD00098,2026-04-10 09:55:08.982894,P092,2
ORD00098,2026-04-10 09:55:08.982894,P070,3
ORD00099,2026-04-10 10:00:08.982894,P050,1
ORD00099,2026-04-10 10:00:08.982894,P014,3
ORD00099,2026-04-10 10:00:08.982894,P022,3
ORD00099,2026-04-10 10:00:08.982894,P064,3
ORD00099,2026-04-10 10:00:08.982894,P090,1
ORD00100,2026-04-10 10:14:08.982894,P075,2
ORD00100,2026-04-10 10:14:08.982894,P015,3
ORD00100,2026-04-10 10:14:08.982894,P097,2
ORD00101,2026-04-10 10:28:08.982894,P057,2
ORD00101,2026-04-10 10:28:08.982894,P038,2
ORD00101,2026-04-10 10:28:08.982894,P030,3
ORD00102,2026-04-10 10:41:08.982894,P089,1
ORD00103,2026-04-10 10:51:08.982894,P023,2
ORD00103,2026-04-10 10:51:08.982894,P018,2
ORD00103,2026-04-10 10:51:08.982894,P074,3
ORD00103,2026-04-10 10:51:08.982894,P058,3
ORD00104,2026-04-10 10:54:08.982894,P090,2
ORD00105,2026-04-10 11:08:08.982894,P023,2
ORD00105,2026-04-10 11:08:08.982894,P018,3
ORD00105,2026-04-10 11:08:08.982894,P074,1
ORD00105,2026-04-10 11:08:08.982894,P058,1
ORD00106,2026-04-10 11:16:08.982894,P058,2
ORD00106,2026-04-10 11:16:08.982894,P007,3
ORD00106,2026-04-10 11:16:08.982894,P064,3
ORD00107,2026-04-10 11:23:08.982894,P098,3
ORD00107,2026-04-10 11:23:08.982894,P011,3
ORD00107,2026-04-10 11:23:08.982894,P054,2
ORD00108,2026-04-10 11:29:08.982894,P087,3
ORD00108,2026-04-10 11:29:08.982894,P073,1
ORD00108,2026-04-10 11:29:08.982894,P070,3
ORD00108,2026-04-10 11:29:08.982894,P071,1
ORD00109,2026-04-10 11:33:08.982894,P036,1
ORD00109,2026-04-10 11:33:08.982894,P030,3
ORD00109,2026-04-10 11:33:08.982894,P081,1
ORD00110,2026-04-10 11:40:08.982894,P081,3
ORD00110,2026-04-10 11:40:08.982894,P086,1
ORD00110,2026-04-10 11:40:08.982894,P090,2
ORD00110,2026-04-10 11:40:08.982894,P053,1
ORD00110,2026-04-10 11:40:08.982894,P079,3
ORD00110,2026-04-10 11:40:08.982894,P065,2
ORD00111,2026-04-10 11:55:08.982894,P074,3
ORD00111,2026-04-10 11:55:08.982894,P072,2
ORD00111,2026-04-10 11:55:08.982894,P023,3
ORD00111,2026-04-10 11:55:08.982894,P089,3
ORD00112,2026-04-10 12:08:08.982894,P093,3
ORD00112,2026-04-10 12:08:08.982894,P033,1
ORD00112,2026-04-10 12:08:08.982894,P022,1
ORD00113,2026-04-10 12:16:08.982894,P071,2
ORD00113,2026-04-10 12:16:08.982894,P078,3
ORD00113,2026-04-10 12:16:08.982894,P088,1
ORD00113,2026-04-10 12:16:08.982894,P034,2
ORD00114,2026-04-10 12:31:08.982894,P085,3
ORD00114,2026-04-10 12:31:08.982894,P049,2
ORD00114,2026-04-10 12:31:08.982894,P060,3
ORD00115,2026-04-10 12:38:08.982894,P039,2
ORD00115,2026-04-10 12:38:08.982894,P007,1
ORD00115,2026-04-10 12:38:08.982894,P059,2
ORD00115,2026-04-10 12:38:08.982894,P003,2
ORD00116,2026-04-10 12:40:08.982894,P091,1
ORD00116,2026-04-10 12:40:08.982894,P094,3
ORD00116,2026-04-10 12:40:08.982894,P086,2
ORD00117,2026-04-10 12:45:08.982894,P023,2
ORD00117,2026-04-10 12:45:08.982894,P018,2
ORD00117,2026-04-10 12:45:08.982894,P074,1
ORD00117,2026-04-10 12:45:08.982894,P058,3
ORD00118,2026-04-10 12:58:08.982894,P057,3
ORD00118,2026-04-10 12:58:08.982894,P038,3
ORD00118,2026-04-10 12:58:08.982894,P030,1
ORD00119,2026-04-10 13:09:08.982894,P057,3
ORD00119,2026-04-10 13:09:08.982894,P038,2
ORD00119,2026-04-10 13:09:08.982894,P030,3
ORD00120,2026-04-10 13:12:08.982894,P050,2
ORD00120,2026-04-10 13:12:08.982894,P014,3
ORD00120,2026-04-10 13:12:08.982894,P022,3
ORD00120,2026-04-10 13:12:08.982894,P064,2
ORD00121,2026-04-10 13:26:08.982894,P046,3
ORD00122,2026-04-10 13:40:08.982894,P086,1
ORD00122,2026-04-10 13:40:08.982894,P088,3
ORD00122,2026-04-10 13:40:08.982894,P026,3
ORD00123,2026-04-10 13:51:08.982894,P048,2
ORD00123,2026-04-10 13:51:08.982894,P055,1
ORD00123,2026-04-10 13:51:08.982894,P029,2
ORD00123,2026-04-10 13:51:08.982894,P060,1
ORD00123,2026-04-10 13:51:08.982894,P002,2
ORD00124,2026-04-10 14:00:08.982894,P074,2
ORD00124,2026-04-10 14:00:08.982894,P072,1
ORD00124,2026-04-10 14:00:08.982894,P023,3
ORD00125,2026-04-10 14:04:08.982894,P094,1
ORD00126,2026-04-10 14:15:08.982894,P023,1
ORD00126,2026-04-10 14:15:08.982894,P018,1
ORD00126,2026-04-10 14:15:08.982894,P074,2
ORD00126,2026-04-10 14:15:08.982894,P058,2
ORD00127,2026-04-10 14:17:08.982894,P032,3
ORD00127,2026-04-10 14:17:08.982894,P046,3
ORD00127,2026-04-10 14:17:08.982894,P075,3
ORD00128,2026-04-10 14:24:08.982894,P078,1
ORD00128,2026-04-10 14:24:08.982894,P066,2
ORD00129,2026-04-10 14:34:08.982894,P050,1
ORD00129,2026-04-10 14:34:08.982894,P014,3
ORD00129,2026-04-10 14:34:08.982894,P022,2
ORD00130,2026-04-10 14:43:08.982894,P003,2
ORD00130,2026-04-10 14:43:08.982894,P082,1
ORD00130,2026-04-10 14:43:08.982894,P036,2
ORD00130,2026-04-10 14:43:08.982894,P010,2
ORD00130,2026-04-10 14:43:08.982894,P054,1
ORD00130,2026-04-10 14:43:08.982894,P076,1
ORD00131,2026-04-10 14:57:08.982894,P021,3
ORD00132,2026-04-10 15:01:08.982894,P064,1
ORD00132,2026-04-10 15:01:08.982894,P006,1
ORD00132,2026-04-10 15:01:08.982894,P003,2
ORD00132,2026-04-10 15:01:08.982894,P055,1
ORD00132,2026-04-10 15:01:08.982894,P067,1
ORD00133,2026-04-10 15:14:08.982894,P088,1
ORD00133,2026-04-10 15:14:08.982894,P026,2
ORD00134,2026-04-10 15:27:08.982894,P032,1
ORD00134,2026-04-10 15:27:08.982894,P046,3
ORD00135,2026-04-10 15:32:08.982894,P072,3
ORD00136,2026-04-10 15:46:08.982894,P090,3
ORD00136,2026-04-10 15:46:08.982894,P021,2
ORD00137,2026-04-10 15:47:08.982894,P090,1
ORD00137,2026-04-10 15:47:08.982894,P021,3
ORD00138,2026-04-10 15:49:08.982894,P075,3
ORD00138,2026-04-10 15:49:08.982894,P015,3
ORD00138,2026-04-10 15:49:08.982894,P030,3
ORD00138,2026-04-10 15:49:08.982894,P097,2
ORD00138,2026-04-10 15:49:08.982894,P038,2
ORD00139,2026-04-10 16:00:08.982894,P097,2
ORD00140,2026-04-10 16:14:08.982894,P057,1
ORD00140,2026-04-10 16:14:08.982894,P038,2
ORD00140,2026-04-10 16:14:08.982894,P030,3
ORD00141,2026-04-10 16:17:08.982894,P050,2
ORD00141,2026-04-10 16:17:08.982894,P014,2
ORD00141,2026-04-10 16:17:08.982894,P022,3
ORD00141,2026-04-10 16:17:08.982894,P064,3
ORD00141,2026-04-10 16:17:08.982894,P090,2
ORD00142,2026-04-10 16:19:08.982894,P054,3
ORD00143,2026-04-10 16:30:08.982894,P032,3
ORD00143,2026-04-10 16:30:08.982894,P078,1
ORD00143,2026-04-10 16:30:08.982894,P027,2
ORD00143,2026-04-10 16:30:08.982894,P046,2
ORD00143,2026-04-10 16:30:08.982894,P006,1
ORD00144,2026-04-10 16:37:08.982894,P045,2
ORD00144,2026-04-10 16:37:08.982894,P009,2
ORD00145,2026-04-10 16:43:08.982894,P002,1
ORD00145,2026-04-10 16:43:08.982894,P096,3
ORD00145,2026-04-10 16:43:08.982894,P082,2
ORD00146,2026-04-10 16:45:08.982894,P086,1
ORD00146,2026-04-10 16:45:08.982894,P088,3
ORD00146,2026-04-10 16:45:08.982894,P026,1
ORD00147,2026-04-10 16:55:08.982894,P070,2
ORD00147,2026-04-10 16:55:08.982894,P042,3
ORD00147,2026-04-10 16:55:08.982894,P016,1
ORD00147,2026-04-10 16:55:08.982894,P014,2
ORD00147,2026-04-10 16:55:08.982894,P025,2
ORD00148,2026-04-10 17:09:08.982894,P056,3
ORD00148,2026-04-10 17:09:08.982894,P071,1
ORD00148,2026-04-10 17:09:08.982894,P067,2
ORD00148,2026-04-10 17:09:08.982894,P029,3
ORD00149,2026-04-10 17:14:08.982894,P091,1
ORD00149,2026-04-10 17:14:08.982894,P094,2
ORD00149,2026-04-10 17:14:08.982894,P086,3
ORD00150,2026-04-10 17:20:08.982894,P050,3
ORD00151,2026-04-10 17:31:08.982894,P094,3
ORD00152,2026-04-10 17:46:08.982894,P073,2
ORD00152,2026-04-10 17:46:08.982894,P057,1
ORD00152,2026-04-10 17:46:08.982894,P063,1
ORD00152,2026-04-10 17:46:08.982894,P043,2
ORD00152,2026-04-10 17:46:08.982894,P025,3
ORD00152,2026-04-10 17:46:08.982894,P036,2
ORD00153,2026-04-10 18:01:08.982894,P090,3
ORD00153,2026-04-10 18:01:08.982894,P021,2
ORD00154,2026-04-10 18:03:08.982894,P038,2
ORD00154,2026-04-10 18:03:08.982894,P030,2
ORD00155,2026-04-10 18:11:08.982894,P074,1
ORD00155,2026-04-10 18:11:08.982894,P072,1
ORD00155,2026-04-10 18:11:08.982894,P089,1
ORD00156,2026-04-10 18:24:08.982894,P075,1
ORD00156,2026-04-10 18:24:08.982894,P001,2
ORD00156,2026-04-10 18:24:08.982894,P009,2
ORD00156,2026-04-10 18:24:08.982894,P003,3
ORD00156,2026-04-10 18:24:08.982894,P085,2
ORD00156,2026-04-10 18:24:08.982894,P070,2
ORD00157,2026-04-10 18:34:08.982894,P050,3
ORD00157,2026-04-10 18:34:08.982894,P014,2
ORD00157,2026-04-10 18:34:08.982894,P022,3
ORD00157,2026-04-10 18:34:08.982894,P064,3
ORD00157,2026-04-10 18:34:08.982894,P090,2
ORD00158,2026-04-10 18:35:08.982894,P091,1
ORD00158,2026-04-10 18:35:08.982894,P094,2
ORD00159,2026-04-10 18:40:08.982894,P090,1
ORD00159,2026-04-10 18:40:08.982894,P021,2
ORD00160,2026-04-10 18:49:08.982894,P049,3
ORD00160,2026-04-10 18:49:08.982894,P007,3
ORD00160,2026-04-10 18:49:08.982894,P051,2
ORD00160,2026-04-10 18:49:08.982894,P016,1
ORD00160,2026-04-10 18:49:08.982894,P046,2
ORD00161,2026-04-10 19:03:08.982894,P041,1
ORD00161,2026-04-10 19:03:08.982894,P064,2
ORD00161,2026-04-10 19:03:08.982894,P065,1
ORD00161,2026-04-10 19:03:08.982894,P003,2
ORD00162,2026-04-10 19:13:08.982894,P002,1
ORD00162,2026-04-10 19:13:08.982894,P023,2
ORD00163,2026-04-10 19:14:08.982894,P039,3
ORD00163,2026-04-10 19:14:08.982894,P064,2
ORD00164,2026-04-10 19:28:08.982894,P053,1
ORD00164,2026-04-10 19:28:08.982894,P085,2
ORD00164,2026-04-10 19:28:08.982894,P067,1
ORD00165,2026-04-10 19:32:08.982894,P002,2
ORD00165,2026-04-10 19:32:08.982894,P023,3
ORD00166,2026-04-10 19:38:08.982894,P075,2
ORD00166,2026-04-10 19:38:08.982894,P015,2
ORD00166,2026-04-10 19:38:08.982894,P030,3
ORD00166,2026-04-10 19:38:08.982894,P097,3
ORD00167,2026-04-10 19:52:08.982894,P086,3
ORD00167,2026-04-10 19:52:08.982894,P088,1
ORD00167,2026-04-10 19:52:08.982894,P026,1
ORD00168,2026-04-10 20:05:08.982894,P015,3
ORD00168,2026-04-10 20:05:08.982894,P005,3
ORD00168,2026-04-10 20:05:08.982894,P065,2
ORD00168,2026-04-10 20:05:08.982894,P002,3
ORD00169,2026-04-10 20:20:08.982894,P059,3
ORD00169,2026-04-10 20:20:08.982894,P093,3
ORD00169,2026-04-10 20:20:08.982894,P040,2
ORD00169,2026-04-10 20:20:08.982894,P065,3
ORD00169,2026-04-10 20:20:08.982894,P047,2
ORD00169,2026-04-10 20:20:08.982894,P055,1
ORD00170,2026-04-10 20:28:08.982894,P045,3
ORD00170,2026-04-10 20:28:08.982894,P009,1
ORD00171,2026-04-10 20:34:08.982894,P050,1
ORD00171,2026-04-10 20:34:08.982894,P014,3
ORD00171,2026-04-10 20:34:08.982894,P022,3
ORD00171,2026-04-10 20:34:08.982894,P064,3
ORD00171,2026-04-10 20:34:08.982894,P090,2
ORD00172,2026-04-10 20:42:08.982894,P075,3
ORD00172,2026-04-10 20:42:08.982894,P015,2
ORD00172,2026-04-10 20:42:08.982894,P097,3
ORD00172,2026-04-10 20:42:08.982894,P038,1
ORD00173,2026-04-10 20:43:08.982894,P015,1
ORD00173,2026-04-10 20:43:08.982894,P030,3
ORD00173,2026-04-10 20:43:08.982894,P097,2
